entry_date,entry_price,exit_date,exit_price,reason,code,name,net_ret
2026-05-09,715000.0,2026-05-10,730400.0,hard_stop_5MA,277810,레인보우로보틱스,0.019238461538461538
2026-05-09,458500.0,2026-05-09,449200.0,hard_stop_5MA,012330,현대모비스,-0.022583533260632498
2026-05-09,234500.0,2026-05-10,235600.0,hard_stop_5MA,086280,현대글로비스,0.002390831556503198
2026-05-09,114900.0,2026-05-10,115720.0,hard_stop_5MA,950160,코오롱티슈진,0.004836640557006092
2026-05-09,81900.0,2026-05-09,83480.0,hard_stop_5MA,440110,파두,0.016991819291819293
2026-05-09,10150.0,2026-05-09,10398.0,hard_stop_5MA,332570,PS일렉트로닉스,0.022133497536945813
2026-05-09,159800.0,2026-05-09,156940.0,hard_stop_5MA,000270,기아,-0.020197371714643305
2026-05-09,17220.0,2026-05-09,17354.0,hard_stop_5MA,125490,한라캐스트,0.00548164924506388
2026-05-09,490000.0,2026-05-10,505300.0,hard_stop_5MA,307950,현대오토에버,0.028924489795918367
2026-05-11,10390.0,2026-05-12,8230.0,hard_stop_5MA,024840,KBI메탈,-0.2101922040423484
2026-05-12,886000.0,2026-05-13,949630.0,trailing_stop,277810,레인보우로보틱스,0.06951715575620768
2026-05-12,30000.0,2026-05-13,24820.0,hard_stop_5MA,010170,대한광통신,-0.17496666666666666
2026-05-13,923000.0,2026-05-14,1028200.0,trailing_stop,009150,삼성전기,0.11167616468039003
2026-05-13,192800.0,2026-05-14,217765.0,trailing_stop,066570,LG전자,0.1271865145228216
2026-05-13,74100.0,2026-05-13,71300.0,hard_stop_5MA,064400,LG씨엔에스,-0.0400867746288799
2026-05-13,564000.0,2026-05-14,500000.0,hard_stop_5MA,000500,가온전선,-0.11577517730496453
2026-05-13,76100.0,2026-05-14,69880.0,hard_stop_5MA,348340,뉴로메카,-0.08403455978975033
2026-05-13,43950.0,2026-05-14,45250.5,trailing_stop,319400,현대무벡스,0.027290443686006825
2026-05-13,268000.0,2026-05-14,279360.0,trailing_stop,086280,현대글로비스,0.04008805970149254
2026-05-14,12600.0,2026-05-15,10126.0,hard_stop_5MA,012200,계양전기,-0.19864920634920635
2026-05-15,93700.0,2026-05-16,96418.0,trailing_stop,064400,LG씨엔에스,0.026707470651013875
2026-05-15,671000.0,2026-05-16,664450.0,trailing_stop,012330,현대모비스,-0.012061549925484352
2026-05-15,5500.0,2026-05-16,5810.3,trailing_stop,088350,한화생명,0.05411818181818186
2026-05-15,1452000.0,2026-05-16,1439480.0,trailing_stop,003230,삼양식품,-0.010922589531680441
2026-05-15,76000.0,2026-05-16,86427.0,trailing_stop,080220,제주반도체,0.13489736842105263
2026-05-15,45000.0,2026-05-16,39500.0,hard_stop_5MA,254490,미래반도체,-0.12452222222222221
2026-05-16,110600.0,2026-05-17,113080.0,hard_stop_5MA,454910,두산로보틱스,0.020123146473779385
2026-05-16,48000.0,2026-05-17,47110.0,hard_stop_5MA,067310,하나마이크론,-0.020841666666666668
2026-05-16,185500.0,2026-05-17,183900.0,hard_stop_5MA,018260,삼성에스디에스,-0.01092533692722372
2026-05-16,151400.0,2026-05-17,147537.0,trailing_stop,003550,LG,-0.027815191545574637
2026-05-16,8250.0,2026-05-17,7530.0,hard_stop_5MA,001740,SK네트웍스,-0.08957272727272728
2026-05-19,51400.0,2026-05-19,48710.0,hard_stop_5MA,037460,삼지전자,-0.05463463035019456
2026-05-20,5820.0,2026-05-20,5528.0,hard_stop_5MA,088350,한화생명,-0.05247182130584192
2026-05-21,1135000.0,2026-05-22,1322110.0,trailing_stop,009150,삼성전기,0.1625546255506608
2026-05-21,13930.0,2026-05-22,17401.8,trailing_stop,005950,이수화학,0.24693187365398417
2026-05-21,75200.0,2026-05-22,98940.0,trailing_stop,001820,삼화콘덴서,0.3133914893617021
2026-05-21,7370.0,2026-05-22,7507.8,trailing_stop,253840,수젠텍,0.016397421981004096
2026-05-22,119900.0,2026-05-23,132987.0,trailing_stop,080220,제주반도체,0.10684929107589658
2026-05-22,122700.0,2026-05-23,130950.0,trailing_stop,222800,심텍,0.06493716381418094
2026-05-22,13710.0,2026-05-23,14259.0,trailing_stop,017900,광전자,0.0377437636761488
2026-05-23,8920.0,2026-05-24,9014.0,hard_stop_5MA,036540,SFA반도체,0.008238116591928251
2026-05-23,185300.0,2026-05-23,189360.0,hard_stop_5MA,036930,주성엔지니어링,0.019610415542363733
2026-05-23,21000.0,2026-05-24,21485.5,trailing_stop,356680,엑스게이트,0.02081904761904762
2026-05-27,134000.0,2026-05-27,134300.0,time_cut,042660,한화오션,-6.11940298507461e-05
2026-05-27,1266000.0,2026-05-27,1048000.0,time_cut,011070,LG이노텍,-0.1744958925750395
